starttime_utc,endtime_utc,starttime_ist,endtime_ist,demand_mwh,solar_mwh,wind_mwh
"2023-02-04 14:00:00","2023-02-04 15:00:00","2023-02-04 14:00:00","2023-02-04 15:00:00","4870.625","4.458","2303.875"
"2023-02-04 15:00:00","2023-02-04 16:00:00","2023-02-04 15:00:00","2023-02-04 16:00:00","4878.25","5.157","2346.625"
"2023-02-04 16:00:00","2023-02-04 17:00:00","2023-02-04 16:00:00","2023-02-04 17:00:00","5028.75","4.156","1977.75"
"2023-02-04 17:00:00","2023-02-04 18:00:00","2023-02-04 17:00:00","2023-02-04 18:00:00","5350.375","0.094","1489.5"
"2023-02-04 18:00:00","2023-02-04 19:00:00","2023-02-04 18:00:00","2023-02-04 19:00:00","5469.125","0.0","1069.25"
"2023-02-04 19:00:00","2023-02-04 20:00:00","2023-02-04 19:00:00","2023-02-04 20:00:00","5273.625","0.0","687.25"
"2023-02-04 20:00:00","2023-02-04 21:00:00","2023-02-04 20:00:00","2023-02-04 21:00:00","5025.5","0.0","506.25"
"2023-02-04 21:00:00","2023-02-04 22:00:00","2023-02-04 21:00:00","2023-02-04 22:00:00","4755.75","0.0","425.0"
"2023-02-04 22:00:00","2023-02-04 23:00:00","2023-02-04 22:00:00","2023-02-04 23:00:00","4467.375","0.0","391.5"
"2023-02-04 23:00:00","2023-02-05 00:00:00","2023-02-04 23:00:00","2023-02-05 00:00:00","4323.5","0.0","281.625"
"2023-02-05 00:00:00","2023-02-05 01:00:00","2023-02-05 00:00:00","2023-02-05 01:00:00","4105.25","0.0","454.125"
"2023-02-05 01:00:00","2023-02-05 02:00:00","2023-02-05 01:00:00","2023-02-05 02:00:00","3940.25","0.0","383.5"
"2023-02-05 02:00:00","2023-02-05 03:00:00","2023-02-05 02:00:00","2023-02-05 03:00:00","3819.625","0.0","296.0"
"2023-02-05 03:00:00","2023-02-05 04:00:00","2023-02-05 03:00:00","2023-02-05 04:00:00","3751.5","0.0","433.25"
"2023-02-05 04:00:00","2023-02-05 05:00:00","2023-02-05 04:00:00","2023-02-05 05:00:00","3696.0","0.0","599.25"
"2023-02-05 05:00:00","2023-02-05 06:00:00","2023-02-05 05:00:00","2023-02-05 06:00:00","3682.25","0.0","1060.125"
"2023-02-05 06:00:00","2023-02-05 07:00:00","2023-02-05 06:00:00","2023-02-05 07:00:00","3761.625","0.0","1555.0"
"2023-02-05 07:00:00","2023-02-05 08:00:00","2023-02-05 07:00:00","2023-02-05 08:00:00","3958.125","0.0","2047.125"
"2023-02-05 08:00:00","2023-02-05 09:00:00","2023-02-05 08:00:00","2023-02-05 09:00:00","4186.0","3.865","2451.375"
"2023-02-05 09:00:00","2023-02-05 10:00:00","2023-02-05 09:00:00","2023-02-05 10:00:00","4551.875","15.444","2465.375"
"2023-02-05 10:00:00","2023-02-05 11:00:00","2023-02-05 10:00:00","2023-02-05 11:00:00","4753.75","25.097","2430.875"
"2023-02-05 11:00:00","2023-02-05 12:00:00","2023-02-05 11:00:00","2023-02-05 12:00:00","4787.25","36.899","2249.875"
"2023-02-05 12:00:00","2023-02-05 13:00:00","2023-02-05 12:00:00","2023-02-05 13:00:00","4845.0","52.175","2327.5"
"2023-02-05 13:00:00","2023-02-05 14:00:00","2023-02-05 13:00:00","2023-02-05 14:00:00","4768.625","39.341","2208.25"
"2023-02-05 14:00:00","2023-02-05 15:00:00","2023-02-05 14:00:00","2023-02-05 15:00:00","4669.625","41.238","2024.25"
"2023-02-05 15:00:00","2023-02-05 16:00:00","2023-02-05 15:00:00","2023-02-05 16:00:00","4672.625","33.325","1778.875"
"2023-02-05 16:00:00","2023-02-05 17:00:00","2023-02-05 16:00:00","2023-02-05 17:00:00","4868.5","7.739","1571.875"
"2023-02-05 17:00:00","2023-02-05 18:00:00","2023-02-05 17:00:00","2023-02-05 18:00:00","5252.375","0.07","1538.875"
"2023-02-05 18:00:00","2023-02-05 19:00:00","2023-02-05 18:00:00","2023-02-05 19:00:00","5420.875","0.0","1502.5"
"2023-02-05 19:00:00","2023-02-05 20:00:00","2023-02-05 19:00:00","2023-02-05 20:00:00","5217.375","0.0","1487.25"
"2023-02-05 20:00:00","2023-02-05 21:00:00","2023-02-05 20:00:00","2023-02-05 21:00:00","4945.625","0.0","1486.125"
"2023-02-05 21:00:00","2023-02-05 22:00:00","2023-02-05 21:00:00","2023-02-05 22:00:00","4674.375","0.0","1465.0"
"2023-02-05 22:00:00","2023-02-05 23:00:00","2023-02-05 22:00:00","2023-02-05 23:00:00","4376.375","0.0","1463.75"
"2023-02-05 23:00:00","2023-02-06 00:00:00","2023-02-05 23:00:00","2023-02-06 00:00:00","4166.375","0.0","1441.375"
"2023-02-06 00:00:00","2023-02-06 01:00:00","2023-02-06 00:00:00","2023-02-06 01:00:00","3934.375","0.0","1468.125"
"2023-02-06 01:00:00","2023-02-06 02:00:00","2023-02-06 01:00:00","2023-02-06 02:00:00","3759.625","0.0","1492.5"
"2023-02-06 02:00:00","2023-02-06 03:00:00","2023-02-06 02:00:00","2023-02-06 03:00:00","3618.875","0.0","1468.0"
"2023-02-06 03:00:00","2023-02-06 04:00:00","2023-02-06 03:00:00","2023-02-06 04:00:00","3551.125","0.0","1633.0"
"2023-02-06 04:00:00","2023-02-06 05:00:00","2023-02-06 04:00:00","2023-02-06 05:00:00","3524.125","0.0","1804.25"
"2023-02-06 05:00:00","2023-02-06 06:00:00","2023-02-06 05:00:00","2023-02-06 06:00:00","3618.0","0.0","1995.375"
"2023-02-06 06:00:00","2023-02-06 07:00:00","2023-02-06 06:00:00","2023-02-06 07:00:00","3918.25","0.0","2110.875"
"2023-02-06 07:00:00","2023-02-06 08:00:00","2023-02-06 07:00:00","2023-02-06 08:00:00","4316.375","0.0","2219.5"
"2023-02-06 08:00:00","2023-02-06 09:00:00","2023-02-06 08:00:00","2023-02-06 09:00:00","4570.375","0.97","2285.25"
"2023-02-06 09:00:00","2023-02-06 10:00:00","2023-02-06 09:00:00","2023-02-06 10:00:00","4836.125","3.698","2234.75"
"2023-02-06 10:00:00","2023-02-06 11:00:00","2023-02-06 10:00:00","2023-02-06 11:00:00","5010.125","9.866","2238.625"
"2023-02-06 11:00:00","2023-02-06 12:00:00","2023-02-06 11:00:00","2023-02-06 12:00:00","5091.75","11.545","2204.75"
"2023-02-06 12:00:00","2023-02-06 13:00:00","2023-02-06 12:00:00","2023-02-06 13:00:00","5113.125","11.536","2119.0"
"2023-02-06 13:00:00","2023-02-06 14:00:00","2023-02-06 13:00:00","2023-02-06 14:00:00","5047.625","13.945","2037.25"
"2023-02-06 14:00:00","2023-02-06 15:00:00","2023-02-06 14:00:00","2023-02-06 15:00:00","4974.125","11.248","1924.625"
"2023-02-06 15:00:00","2023-02-06 16:00:00","2023-02-06 15:00:00","2023-02-06 16:00:00","5008.25","7.351","1789.5"
"2023-02-06 16:00:00","2023-02-06 17:00:00","2023-02-06 16:00:00","2023-02-06 17:00:00","5210.75","1.261","1673.125"
"2023-02-06 17:00:00","2023-02-06 18:00:00","2023-02-06 17:00:00","2023-02-06 18:00:00","5657.875","0.0","1754.875"
"2023-02-06 18:00:00","2023-02-06 19:00:00","2023-02-06 18:00:00","2023-02-06 19:00:00","5748.5","0.0","1803.125"
"2023-02-06 19:00:00","2023-02-06 20:00:00","2023-02-06 19:00:00","2023-02-06 20:00:00","5489.125","0.0","1843.375"
"2023-02-06 20:00:00","2023-02-06 21:00:00","2023-02-06 20:00:00","2023-02-06 21:00:00","5233.875","0.0","1936.0"
"2023-02-06 21:00:00","2023-02-06 22:00:00","2023-02-06 21:00:00","2023-02-06 22:00:00","4858.0","0.0","2009.5"
"2023-02-06 22:00:00","2023-02-06 23:00:00","2023-02-06 22:00:00","2023-02-06 23:00:00","4399.875","0.0","1985.875"
"2023-02-06 23:00:00","2023-02-07 00:00:00","2023-02-06 23:00:00","2023-02-07 00:00:00","4106.5","0.0","1731.0"
"2023-02-07 00:00:00","2023-02-07 01:00:00","2023-02-07 00:00:00","2023-02-07 01:00:00","3877.75","0.0","1595.0"
"2023-02-07 01:00:00","2023-02-07 02:00:00","2023-02-07 01:00:00","2023-02-07 02:00:00","3733.875","0.0","1391.75"
"2023-02-07 02:00:00","2023-02-07 03:00:00","2023-02-07 02:00:00","2023-02-07 03:00:00","3652.125","0.0","1274.75"
"2023-02-07 03:00:00","2023-02-07 04:00:00","2023-02-07 03:00:00","2023-02-07 04:00:00","3574.875","0.0","1100.25"
"2023-02-07 04:00:00","2023-02-07 05:00:00","2023-02-07 04:00:00","2023-02-07 05:00:00","3572.375","0.0","988.75"
"2023-02-07 05:00:00","2023-02-07 06:00:00","2023-02-07 05:00:00","2023-02-07 06:00:00","3710.75","0.0","941.125"
"2023-02-07 06:00:00","2023-02-07 07:00:00","2023-02-07 06:00:00","2023-02-07 07:00:00","4233.75","0.0","745.625"
"2023-02-07 07:00:00","2023-02-07 08:00:00","2023-02-07 07:00:00","2023-02-07 08:00:00","5110.125","0.0","598.125"
"2023-02-07 08:00:00","2023-02-07 09:00:00","2023-02-07 08:00:00","2023-02-07 09:00:00","5467.0","1.183","459.375"
"2023-02-07 09:00:00","2023-02-07 10:00:00","2023-02-07 09:00:00","2023-02-07 10:00:00","5597.75","8.586","338.75"
"2023-02-07 10:00:00","2023-02-07 11:00:00","2023-02-07 10:00:00","2023-02-07 11:00:00","5659.25","13.404","208.25"
"2023-02-07 11:00:00","2023-02-07 12:00:00","2023-02-07 11:00:00","2023-02-07 12:00:00","5686.125","13.953","114.125"
"2023-02-07 12:00:00","2023-02-07 13:00:00","2023-02-07 12:00:00","2023-02-07 13:00:00","5716.75","20.147","77.625"
"2023-02-07 13:00:00","2023-02-07 14:00:00","2023-02-07 13:00:00","2023-02-07 14:00:00","5647.375","25.711","64.375"
"2023-02-07 14:00:00","2023-02-07 15:00:00","2023-02-07 14:00:00","2023-02-07 15:00:00","5589.625","24.616","71.875"
"2023-02-07 15:00:00","2023-02-07 16:00:00","2023-02-07 15:00:00","2023-02-07 16:00:00","5631.5","8.102","123.5"
"2023-02-07 16:00:00","2023-02-07 17:00:00","2023-02-07 16:00:00","2023-02-07 17:00:00","5766.25","1.805","169.125"
"2023-02-07 17:00:00","2023-02-07 18:00:00","2023-02-07 17:00:00","2023-02-07 18:00:00","6033.125","0.014","219.875"
"2023-02-07 18:00:00","2023-02-07 19:00:00","2023-02-07 18:00:00","2023-02-07 19:00:00","6093.875","0.0","239.375"
"2023-02-07 19:00:00","2023-02-07 20:00:00","2023-02-07 19:00:00","2023-02-07 20:00:00","5887.5","0.0","321.625"
"2023-02-07 20:00:00","2023-02-07 21:00:00","2023-02-07 20:00:00","2023-02-07 21:00:00","5608.125","0.0","518.5"
"2023-02-07 21:00:00","2023-02-07 22:00:00","2023-02-07 21:00:00","2023-02-07 22:00:00","5204.5","0.0","672.75"
"2023-02-07 22:00:00","2023-02-07 23:00:00","2023-02-07 22:00:00","2023-02-07 23:00:00","4692.5","0.0","769.625"
"2023-02-07 23:00:00","2023-02-08 00:00:00","2023-02-07 23:00:00","2023-02-08 00:00:00","4350.0","0.0","1039.125"
"2023-02-08 00:00:00","2023-02-08 01:00:00","2023-02-08 00:00:00","2023-02-08 01:00:00","4056.625","0.0","1509.25"
"2023-02-08 01:00:00","2023-02-08 02:00:00","2023-02-08 01:00:00","2023-02-08 02:00:00","3907.375","0.0","2082.625"
"2023-02-08 02:00:00","2023-02-08 03:00:00","2023-02-08 02:00:00","2023-02-08 03:00:00","3788.625","0.0","2366.75"
"2023-02-08 03:00:00","2023-02-08 04:00:00","2023-02-08 03:00:00","2023-02-08 04:00:00","3722.625","0.0","2544.25"
"2023-02-08 04:00:00","2023-02-08 05:00:00","2023-02-08 04:00:00","2023-02-08 05:00:00","3718.25","0.0","2821.75"
"2023-02-08 05:00:00","2023-02-08 06:00:00","2023-02-08 05:00:00","2023-02-08 06:00:00","3864.875","0.0","2961.25"
"2023-02-08 06:00:00","2023-02-08 07:00:00","2023-02-08 06:00:00","2023-02-08 07:00:00","4351.125","0.0","2945.25"
"2023-02-08 07:00:00","2023-02-08 08:00:00","2023-02-08 07:00:00","2023-02-08 08:00:00","5171.25","0.029","3227.75"
"2023-02-08 08:00:00","2023-02-08 09:00:00","2023-02-08 08:00:00","2023-02-08 09:00:00","5462.25","2.854","3414.25"
"2023-02-08 09:00:00","2023-02-08 10:00:00","2023-02-08 09:00:00","2023-02-08 10:00:00","5574.75","15.04","3457.0"
"2023-02-08 10:00:00","2023-02-08 11:00:00","2023-02-08 10:00:00","2023-02-08 11:00:00","5551.75","20.767","3472.0"
"2023-02-08 11:00:00","2023-02-08 12:00:00","2023-02-08 11:00:00","2023-02-08 12:00:00","5555.375","24.367","3663.375"
"2023-02-08 12:00:00","2023-02-08 13:00:00","2023-02-08 12:00:00","2023-02-08 13:00:00","5556.5","25.855","3838.75"
"2023-02-08 13:00:00","2023-02-08 14:00:00","2023-02-08 13:00:00","2023-02-08 14:00:00","5473.625","19.624","3906.125"
"2023-02-08 14:00:00","2023-02-08 15:00:00","2023-02-08 14:00:00","2023-02-08 15:00:00","5469.125","13.757","3949.875"
"2023-02-08 15:00:00","2023-02-08 16:00:00","2023-02-08 15:00:00","2023-02-08 16:00:00","5546.25","6.388","3870.75"
"2023-02-08 16:00:00","2023-02-08 17:00:00","2023-02-08 16:00:00","2023-02-08 17:00:00","5777.125","1.373","3660.5"
"2023-02-08 17:00:00","2023-02-08 18:00:00","2023-02-08 17:00:00","2023-02-08 18:00:00","6150.25","0.0","3318.125"
"2023-02-08 18:00:00","2023-02-08 19:00:00","2023-02-08 18:00:00","2023-02-08 19:00:00","6135.875","0.0","2560.75"
"2023-02-08 19:00:00","2023-02-08 20:00:00","2023-02-08 19:00:00","2023-02-08 20:00:00","5934.625","0.0","1936.75"
"2023-02-08 20:00:00","2023-02-08 21:00:00","2023-02-08 20:00:00","2023-02-08 21:00:00","5677.0","0.0","1616.875"
"2023-02-08 21:00:00","2023-02-08 22:00:00","2023-02-08 21:00:00","2023-02-08 22:00:00","5238.25","0.0","1385.0"
"2023-02-08 22:00:00","2023-02-08 23:00:00","2023-02-08 22:00:00","2023-02-08 23:00:00","4768.875","0.0","1331.25"
"2023-02-08 23:00:00","2023-02-09 00:00:00","2023-02-08 23:00:00","2023-02-09 00:00:00","4459.375","0.0","1155.875"
"2023-02-09 00:00:00","2023-02-09 01:00:00","2023-02-09 00:00:00","2023-02-09 01:00:00","4161.125","0.0","1071.875"
"2023-02-09 01:00:00","2023-02-09 02:00:00","2023-02-09 01:00:00","2023-02-09 02:00:00","3983.625","0.0","1079.5"
"2023-02-09 02:00:00","2023-02-09 03:00:00","2023-02-09 02:00:00","2023-02-09 03:00:00","3881.125","0.0","1217.25"
"2023-02-09 03:00:00","2023-02-09 04:00:00","2023-02-09 03:00:00","2023-02-09 04:00:00","3814.0","0.0","1300.625"
"2023-02-09 04:00:00","2023-02-09 05:00:00","2023-02-09 04:00:00","2023-02-09 05:00:00","3791.625","0.0","1356.375"
"2023-02-09 05:00:00","2023-02-09 06:00:00","2023-02-09 05:00:00","2023-02-09 06:00:00","3943.625","0.0","1501.75"
"2023-02-09 06:00:00","2023-02-09 07:00:00","2023-02-09 06:00:00","2023-02-09 07:00:00","4472.375","0.0","1429.25"
"2023-02-09 07:00:00","2023-02-09 08:00:00","2023-02-09 07:00:00","2023-02-09 08:00:00","5319.75","0.069","1338.25"
"2023-02-09 08:00:00","2023-02-09 09:00:00","2023-02-09 08:00:00","2023-02-09 09:00:00","5607.375","5.929","1122.875"
"2023-02-09 09:00:00","2023-02-09 10:00:00","2023-02-09 09:00:00","2023-02-09 10:00:00","5698.375","21.646","970.125"
"2023-02-09 10:00:00","2023-02-09 11:00:00","2023-02-09 10:00:00","2023-02-09 11:00:00","5599.875","42.228","864.5"
"2023-02-09 11:00:00","2023-02-09 12:00:00","2023-02-09 11:00:00","2023-02-09 12:00:00","5482.125","59.744","973.5"
"2023-02-09 12:00:00","2023-02-09 13:00:00","2023-02-09 12:00:00","2023-02-09 13:00:00","5448.875","43.344","1152.0"
"2023-02-09 13:00:00","2023-02-09 14:00:00","2023-02-09 13:00:00","2023-02-09 14:00:00","5441.125","32.926","1334.5"
"2023-02-09 14:00:00","2023-02-09 15:00:00","2023-02-09 14:00:00","2023-02-09 15:00:00","5410.0","29.94","1373.25"
"2023-02-09 15:00:00","2023-02-09 16:00:00","2023-02-09 15:00:00","2023-02-09 16:00:00","5486.75","17.784","1258.125"
"2023-02-09 16:00:00","2023-02-09 17:00:00","2023-02-09 16:00:00","2023-02-09 17:00:00","5716.0","4.706","1103.0"
"2023-02-09 17:00:00","2023-02-09 18:00:00","2023-02-09 17:00:00","2023-02-09 18:00:00","6091.625","0.043","1031.625"
"2023-02-09 18:00:00","2023-02-09 19:00:00","2023-02-09 18:00:00","2023-02-09 19:00:00","6195.875","0.0","1158.5"
"2023-02-09 19:00:00","2023-02-09 20:00:00","2023-02-09 19:00:00","2023-02-09 20:00:00","5936.25","0.0","1413.875"
"2023-02-09 20:00:00","2023-02-09 21:00:00","2023-02-09 20:00:00","2023-02-09 21:00:00","5654.75","0.0","1702.375"
"2023-02-09 21:00:00","2023-02-09 22:00:00","2023-02-09 21:00:00","2023-02-09 22:00:00","5252.75","0.0","1980.375"
"2023-02-09 22:00:00","2023-02-09 23:00:00","2023-02-09 22:00:00","2023-02-09 23:00:00","4749.5","0.0","2220.5"
"2023-02-09 23:00:00","2023-02-10 00:00:00","2023-02-09 23:00:00","2023-02-10 00:00:00","4414.5","0.0","2370.5"
"2023-02-10 00:00:00","2023-02-10 01:00:00","2023-02-10 00:00:00","2023-02-10 01:00:00","4111.25","0.0","2406.25"
"2023-02-10 01:00:00","2023-02-10 02:00:00","2023-02-10 01:00:00","2023-02-10 02:00:00","3950.25","0.0","2347.25"
"2023-02-10 02:00:00","2023-02-10 03:00:00","2023-02-10 02:00:00","2023-02-10 03:00:00","3827.5","0.0","2181.875"
"2023-02-10 03:00:00","2023-02-10 04:00:00","2023-02-10 03:00:00","2023-02-10 04:00:00","3760.75","0.0","2078.75"
"2023-02-10 04:00:00","2023-02-10 05:00:00","2023-02-10 04:00:00","2023-02-10 05:00:00","3744.75","0.0","2264.625"
"2023-02-10 05:00:00","2023-02-10 06:00:00","2023-02-10 05:00:00","2023-02-10 06:00:00","3879.25","0.0","2415.0"
"2023-02-10 06:00:00","2023-02-10 07:00:00","2023-02-10 06:00:00","2023-02-10 07:00:00","4414.75","0.0","2525.625"
"2023-02-10 07:00:00","2023-02-10 08:00:00","2023-02-10 07:00:00","2023-02-10 08:00:00","5221.625","0.0","2664.375"
"2023-02-10 08:00:00","2023-02-10 09:00:00","2023-02-10 08:00:00","2023-02-10 09:00:00","5563.875","1.066","2680.375"
"2023-02-10 09:00:00","2023-02-10 10:00:00","2023-02-10 09:00:00","2023-02-10 10:00:00","5692.25","5.064","2590.25"
"2023-02-10 10:00:00","2023-02-10 11:00:00","2023-02-10 10:00:00","2023-02-10 11:00:00","5666.375","9.271","2698.25"
"2023-02-10 11:00:00","2023-02-10 12:00:00","2023-02-10 11:00:00","2023-02-10 12:00:00","5571.625","11.922","2892.0"
"2023-02-10 12:00:00","2023-02-10 13:00:00","2023-02-10 12:00:00","2023-02-10 13:00:00","5610.0","12.165","3040.0"
"2023-02-10 13:00:00","2023-02-10 14:00:00","2023-02-10 13:00:00","2023-02-10 14:00:00","5515.625","9.912","3171.375"
"2023-02-10 14:00:00","2023-02-10 15:00:00","2023-02-10 14:00:00","2023-02-10 15:00:00","5427.0","6.985","3129.75"
"2023-02-10 15:00:00","2023-02-10 16:00:00","2023-02-10 15:00:00","2023-02-10 16:00:00","5422.5","5.587","2884.25"
"2023-02-10 16:00:00","2023-02-10 17:00:00","2023-02-10 16:00:00","2023-02-10 17:00:00","5525.375","2.065","2496.625"
"2023-02-10 17:00:00","2023-02-10 18:00:00","2023-02-10 17:00:00","2023-02-10 18:00:00","5832.75","0.019","2319.75"
"2023-02-10 18:00:00","2023-02-10 19:00:00","2023-02-10 18:00:00","2023-02-10 19:00:00","5936.375","0.0","2177.75"
"2023-02-10 19:00:00","2023-02-10 20:00:00","2023-02-10 19:00:00","2023-02-10 20:00:00","5700.5","0.0","2040.875"
"2023-02-10 20:00:00","2023-02-10 21:00:00","2023-02-10 20:00:00","2023-02-10 21:00:00","5368.125","0.0","1837.375"
"2023-02-10 21:00:00","2023-02-10 22:00:00","2023-02-10 21:00:00","2023-02-10 22:00:00","4986.75","0.0","1626.5"
"2023-02-10 22:00:00","2023-02-10 23:00:00","2023-02-10 22:00:00","2023-02-10 23:00:00","4615.25","0.0","1491.5"
"2023-02-10 23:00:00","2023-02-11 00:00:00","2023-02-10 23:00:00","2023-02-11 00:00:00","4410.5","0.0","1426.875"
"2023-02-11 00:00:00","2023-02-11 01:00:00","2023-02-11 00:00:00","2023-02-11 01:00:00","4126.625","0.0","1250.25"
"2023-02-11 01:00:00","2023-02-11 02:00:00","2023-02-11 01:00:00","2023-02-11 02:00:00","3914.0","0.0","1096.625"
"2023-02-11 02:00:00","2023-02-11 03:00:00","2023-02-11 02:00:00","2023-02-11 03:00:00","3765.375","0.0","926.125"
"2023-02-11 03:00:00","2023-02-11 04:00:00","2023-02-11 03:00:00","2023-02-11 04:00:00","3679.25","0.0","895.5"
"2023-02-11 04:00:00","2023-02-11 05:00:00","2023-02-11 04:00:00","2023-02-11 05:00:00","3633.0","0.0","897.0"
"2023-02-11 05:00:00","2023-02-11 06:00:00","2023-02-11 05:00:00","2023-02-11 06:00:00","3661.0","0.0","819.125"
"2023-02-11 06:00:00","2023-02-11 07:00:00","2023-02-11 06:00:00","2023-02-11 07:00:00","3861.25","0.0","711.75"
"2023-02-11 07:00:00","2023-02-11 08:00:00","2023-02-11 07:00:00","2023-02-11 08:00:00","4187.0","0.0","675.125"
"2023-02-11 08:00:00","2023-02-11 09:00:00","2023-02-11 08:00:00","2023-02-11 09:00:00","4514.25","1.9","631.625"
"2023-02-11 09:00:00","2023-02-11 10:00:00","2023-02-11 09:00:00","2023-02-11 10:00:00","4868.875","8.062","623.375"
"2023-02-11 10:00:00","2023-02-11 11:00:00","2023-02-11 10:00:00","2023-02-11 11:00:00","5037.75","11.214","582.875"
"2023-02-11 11:00:00","2023-02-11 12:00:00","2023-02-11 11:00:00","2023-02-11 12:00:00","5089.375","14.794","632.25"
"2023-02-11 12:00:00","2023-02-11 13:00:00","2023-02-11 12:00:00","2023-02-11 13:00:00","5113.625","18.747","697.125"
"2023-02-11 13:00:00","2023-02-11 14:00:00","2023-02-11 13:00:00","2023-02-11 14:00:00","5051.0","14.818","812.75"
"2023-02-11 14:00:00","2023-02-11 15:00:00","2023-02-11 14:00:00","2023-02-11 15:00:00","4933.5","10.665","918.0"
"2023-02-11 15:00:00","2023-02-11 16:00:00","2023-02-11 15:00:00","2023-02-11 16:00:00","4915.5","6.702","896.25"
"2023-02-11 16:00:00","2023-02-11 17:00:00","2023-02-11 16:00:00","2023-02-11 17:00:00","5044.0","1.44","847.375"
"2023-02-11 17:00:00","2023-02-11 18:00:00","2023-02-11 17:00:00","2023-02-11 18:00:00","5390.25","0.008","872.0"
"2023-02-11 18:00:00","2023-02-11 19:00:00","2023-02-11 18:00:00","2023-02-11 19:00:00","5495.75","0.0","921.875"
"2023-02-11 19:00:00","2023-02-11 20:00:00","2023-02-11 19:00:00","2023-02-11 20:00:00","5235.0","0.0","898.5"
"2023-02-11 20:00:00","2023-02-11 21:00:00","2023-02-11 20:00:00","2023-02-11 21:00:00","4932.375","0.0","871.75"
"2023-02-11 21:00:00","2023-02-11 22:00:00","2023-02-11 21:00:00","2023-02-11 22:00:00","4638.75","0.0","841.875"
"2023-02-11 22:00:00","2023-02-11 23:00:00","2023-02-11 22:00:00","2023-02-11 23:00:00","4341.5","0.0","831.5"
"2023-02-11 23:00:00","2023-02-12 00:00:00","2023-02-11 23:00:00","2023-02-12 00:00:00","4166.125","0.0","884.25"
"2023-02-12 00:00:00","2023-02-12 01:00:00","2023-02-12 00:00:00","2023-02-12 01:00:00","3944.0","0.0","923.25"
"2023-02-12 01:00:00","2023-02-12 02:00:00","2023-02-12 01:00:00","2023-02-12 02:00:00","3760.875","0.0","982.625"
"2023-02-12 02:00:00","2023-02-12 03:00:00","2023-02-12 02:00:00","2023-02-12 03:00:00","3623.25","0.0","1007.5"
"2023-02-12 03:00:00","2023-02-12 04:00:00","2023-02-12 03:00:00","2023-02-12 04:00:00","3534.625","0.0","1118.0"
"2023-02-12 04:00:00","2023-02-12 05:00:00","2023-02-12 04:00:00","2023-02-12 05:00:00","3486.25","0.0","1221.75"
"2023-02-12 05:00:00","2023-02-12 06:00:00","2023-02-12 05:00:00","2023-02-12 06:00:00","3494.375","0.0","1279.25"
"2023-02-12 06:00:00","2023-02-12 07:00:00","2023-02-12 06:00:00","2023-02-12 07:00:00","3597.875","0.0","1323.625"
"2023-02-12 07:00:00","2023-02-12 08:00:00","2023-02-12 07:00:00","2023-02-12 08:00:00","3804.75","0.0","1445.375"
"2023-02-12 08:00:00","2023-02-12 09:00:00","2023-02-12 08:00:00","2023-02-12 09:00:00","4030.625","1.224","1574.0"
"2023-02-12 09:00:00","2023-02-12 10:00:00","2023-02-12 09:00:00","2023-02-12 10:00:00","4410.25","4.784","1685.875"
"2023-02-12 10:00:00","2023-02-12 11:00:00","2023-02-12 10:00:00","2023-02-12 11:00:00","4654.0","10.473","1764.0"
"2023-02-12 11:00:00","2023-02-12 12:00:00","2023-02-12 11:00:00","2023-02-12 12:00:00","4791.375","13.468","1916.875"
"2023-02-12 12:00:00","2023-02-12 13:00:00","2023-02-12 12:00:00","2023-02-12 13:00:00","4922.0","16.667","2043.0"
"2023-02-12 13:00:00","2023-02-12 14:00:00","2023-02-12 13:00:00","2023-02-12 14:00:00","4905.875","15.253","1946.625"
"2023-02-12 14:00:00","2023-02-12 15:00:00","2023-02-12 14:00:00","2023-02-12 15:00:00","4800.25","12.394","1732.375"
"2023-02-12 15:00:00","2023-02-12 16:00:00","2023-02-12 15:00:00","2023-02-12 16:00:00","4781.25","7.956","1474.25"
"2023-02-12 16:00:00","2023-02-12 17:00:00","2023-02-12 16:00:00","2023-02-12 17:00:00","4920.75","2.594","1322.375"
"2023-02-12 17:00:00","2023-02-12 18:00:00","2023-02-12 17:00:00","2023-02-12 18:00:00","5268.875","0.077","1477.875"
"2023-02-12 18:00:00","2023-02-12 19:00:00","2023-02-12 18:00:00","2023-02-12 19:00:00","5464.125","0.0","1799.125"
"2023-02-12 19:00:00","2023-02-12 20:00:00","2023-02-12 19:00:00","2023-02-12 20:00:00","5227.375","0.0","2084.375"
"2023-02-12 20:00:00","2023-02-12 21:00:00","2023-02-12 20:00:00","2023-02-12 21:00:00","4960.5","0.0","2267.5"
"2023-02-12 21:00:00","2023-02-12 22:00:00","2023-02-12 21:00:00","2023-02-12 22:00:00","4643.375","0.0","2455.125"
"2023-02-12 22:00:00","2023-02-12 23:00:00","2023-02-12 22:00:00","2023-02-12 23:00:00","4292.75","0.0","2541.625"
"2023-02-12 23:00:00","2023-02-13 00:00:00","2023-02-12 23:00:00","2023-02-13 00:00:00","4087.25","0.0","2453.125"
"2023-02-13 00:00:00","2023-02-13 01:00:00","2023-02-13 00:00:00","2023-02-13 01:00:00","3849.625","0.0","2428.625"
"2023-02-13 01:00:00","2023-02-13 02:00:00","2023-02-13 01:00:00","2023-02-13 02:00:00","3696.75","0.0","2359.25"
"2023-02-13 02:00:00","2023-02-13 03:00:00","2023-02-13 02:00:00","2023-02-13 03:00:00","3562.0","0.0","2355.0"
